,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,transcript_id,gene_id,gene_name,transcript_name,CP209,GZ209,CP334,GZ334,CP336,GZ336
737,55.4763576440538,-2.38677531207753,0.539841538793216,-4.42125168324954,9.8130791813173e-06,0.000154519381138653,ENST00000528246.5,ENSG00000175806.15,MSRA,MSRA-210,62,4,107,26,134,27
738,1510.34218530222,1.39516603062278,0.315787305539508,4.41805609709107,9.9592575192228e-06,0.000156608649743334,ENST00000261366.10,ENSG00000113368.12,LMNB1,LMNB1-201,850,962,1057,3815,866,2114
739,18.4521810068058,-3.17525971407682,0.719666526318763,-4.41212644739628,1.02360300456947e-05,0.000160743069932729,ENST00000431078.1,ENSG00000155052.15,CNTNAP5,CNTNAP5-202,57,0,33,8,25,4
740,157.383441891333,1.3814790910978,0.313819991445186,4.40213857866698,1.07189053808847e-05,0.000168098509385361,ENST00000222574.9,ENSG00000105856.14,HBP1,HBP1-201,93,106,109,340,90,253
741,17.3450241180801,3.01796864601011,0.685662806474098,4.40153471577304,1.07487865488046e-05,0.000168195549136763,ENST00000362010.7,ENSG00000197415.12,VEPH1,VEPH1-201,8,21,4,36,1,30
742,85.368748434556,1.77292499377293,0.402806777696471,4.40142791020484,1.07540799189555e-05,0.000168195549136763,ENST00000401874.7,ENSG00000103197.18,TSC2,TSC2-204,48,45,48,235,35,149
743,22.6186917079481,2.6105351182727,0.593304568313115,4.39999160244962,1.08255067344656e-05,0.000169084798995253,ENST00000415220.6,ENSG00000184304.17,PRKD1,PRKD1-202,3,18,9,51,9,49
744,17.4529644883408,3.26364511176967,0.741834658160405,4.39942388222036,1.08538638732411e-05,0.000169299852485165,ENST00000361731.4,ENSG00000198818.10,SFT2D1,SFT2D1-201,5,9,1,44,5,49
745,14.8929550877488,4.2931436039773,0.976131907507906,4.3981182983126,1.09193460068335e-05,0.000170092631421883,ENST00000520452.5,ENSG00000164611.13,PTTG1,PTTG1-205,3,3,1,57,1,40
746,113.575637311869,1.56550344568928,0.356188038557603,4.39516007339505,1.10691154733913e-05,0.000172194484006309,ENST00000372748.8,ENSG00000049089.15,COL9A2,COL9A2-202,63,85,60,189,67,230
747,17.1268547738099,-3.10495983073652,0.706947648540479,-4.39206472664111,1.1227925944936e-05,0.000174431165449776,ENST00000412423.8,ENSG00000283154.3,IQCJ-SCHIP1,IQCJ-SCHIP1-201,36,1,24,6,41,4
748,25.7935563030262,-2.27099080887358,0.517131482614407,-4.39151528232698,1.12563422148144e-05,0.000174638838773959,ENST00000272771.10,ENSG00000144339.12,TMEFF2,TMEFF2-201,51,5,56,10,37,11
749,20.2237783736998,2.81425273047043,0.640948868796561,4.39076011750273,1.12955100252319e-05,0.000175012541846216,ENST00000514814.5,ENSG00000123219.13,CENPK,CENPK-215,3,19,10,61,4,28
750,74.3290645860512,1.89029044449636,0.430954482520042,4.38628792869895,1.15301473034911e-05,0.000178409812609353,ENST00000682182.1,ENSG00000023041.12,ZDHHC6,ZDHHC6-210,39,94,42,104,25,111
751,138.675906672951,1.63619031578176,0.373190678569217,4.38432793138022,1.16344401118448e-05,0.000179783858186363,ENST00000602367.2,ENSG00000216775.4,ENSG00000216775,ENST00000602367,105,150,74,227,50,202
752,13.0121118130507,3.33429351749198,0.761837763264139,4.37664510512842,1.20519968149302e-05,0.000185988594464448,ENST00000448110.6,ENSG00000149636.16,DSN1,DSN1-207,4,13,3,35,1,23
753,61.7936504332506,2.46390369446109,0.563099053246868,4.37561327843486,1.21091535584012e-05,0.000186622479475758,ENST00000675808.1,ENSG00000109099.16,PMP22,PMP22-223,9,32,38,204,17,111
754,175.248275595002,-1.30984966557422,0.299388453675258,-4.37508410726821,1.21385665948289e-05,0.000186827672855424,ENST00000379863.7,ENSG00000115216.14,NRBP1,NRBP1-204,301,59,271,125,260,110
755,322.719138575613,-1.60749691126787,0.367566780609702,-4.37334654835084,1.22356259622559e-05,0.000188072105022489,ENST00000407971.5,ENSG00000168385.18,SEPTIN2,SEPTIN2-208,724,120,433,155,471,158
756,247.185679145876,-1.39871223763848,0.320187613693748,-4.36841457263965,1.2515175294286e-05,0.000192114562553161,ENST00000440191.6,ENSG00000156976.17,EIF4A2,EIF4A2-205,344,61,465,205,384,153
757,85.6997450495921,-2.20822705209811,0.505714494201366,-4.36654886782587,1.26225057489349e-05,0.000193506181263395,ENST00000246186.8,ENSG00000125966.10,MMP24,MMP24-201,272,27,113,31,96,23
758,9.73814812881594,5.91547514075073,1.35499035723654,4.36569537868532,1.26718976317751e-05,0.000194007087093338,ENST00000423064.7,ENSG00000019991.18,HGF,HGF-205,1,8,0,34,0,19
759,46.5493129767519,2.1070528069896,0.482727959109261,4.3648866141451,1.27188714083612e-05,0.000194469700519146,ENST00000336148.10,ENSG00000197275.14,RAD54B,RAD54B-202,15,54,31,100,13,58
760,51.0557265406317,2.05050522660488,0.469906951530027,4.36364097174642,1.27915445971871e-05,0.0001953235198031,ENST00000533655.6,ENSG00000165490.13,DDIAS,DDIAS-211,16,60,25,70,24,92
761,17.9226053228625,2.82523927571233,0.64782114745063,4.36114085937221,1.29386033714276e-05,0.000197309450887539,ENST00000486111.5,ENSG00000114126.18,TFDP2,TFDP2-212,4,11,6,58,5,33
762,14.9102975649759,-5.37553816167834,1.23338039508659,-4.35837814764436,1.31029842516297e-05,0.000199553979317799,ENST00000298352.5,ENSG00000165553.5,NGB,NGB-201,49,1,8,1,38,0
763,17.9274796009303,-3.68322808921445,0.845240194895284,-4.35761113995621,1.31489732652977e-05,0.000199991919716618,ENST00000377497.7,ENSG00000068831.19,RASGRP2,RASGRP2-207,45,0,17,2,47,6
764,15.319943111652,3.37553185108367,0.77477389223517,4.35679607291037,1.31980126215677e-05,0.000200475047739912,ENST00000250024.9,ENSG00000129173.13,E2F8,E2F8-201,0,13,6,37,3,35
765,13.1078514174325,3.79529192691383,0.871655829259437,4.35411753069824,1.33604017198912e-05,0.000202676420861878,ENST00000260662.2,ENSG00000138092.11,CENPO,CENPO-201,1,12,4,49,1,16
766,37.3963581159113,2.14178595632156,0.492076373333495,4.35254784092226,1.34564495518097e-05,0.000203866967426568,ENST00000377710.10,ENSG00000125871.14,MGME1,MGME1-203,13,36,12,60,20,78
767,18.8598262001224,2.81874284748974,0.647717013707586,4.35181226961297,1.35016847815781e-05,0.000204285595684763,ENST00000528499.5,ENSG00000084234.18,APLP2,APLP2-210,5,10,7,45,4,51
768,77.984370773506,1.79038921157879,0.411642802755382,4.34937571990715,1.36525629334741e-05,0.000206299469847613,ENST00000552918.6,ENSG00000123352.18,SPATS2,SPATS2-222,54,89,31,123,32,118
769,19.7413757168119,-3.12367753885653,0.718336614045963,-4.34848715459833,1.37079845851654e-05,0.000206867569715013,ENST00000512055.5,ENSG00000196353.13,CPNE4,CPNE4-209,68,2,21,4,31,6
770,23.8275714981063,3.75212501838559,0.863076543205754,4.34738384205061,1.37770991595816e-05,0.000207640565905123,ENST00000326765.10,ENSG00000178878.13,APOLD1,APOLD1-201,0,44,9,47,2,19
771,32.9134713085642,2.78148107297571,0.6405061350462,4.34262986844783,1.40787211577763e-05,0.000211911230915686,ENST00000328439.6,ENSG00000196132.14,MYT1,MYT1-201,16,45,12,51,1,57
772,985.43461123216,-1.94247594863699,0.447420031483672,-4.34150420622792,1.41510569148293e-05,0.000212724113337557,ENST00000380607.5,ENSG00000107295.10,SH3GL2,SH3GL2-201,2102,186,768,590,2213,475
773,46.0684544607515,-2.18903789298925,0.50427755439772,-4.34093858411705,1.4187537812418e-05,0.000212996605838435,ENST00000266037.10,ENSG00000088538.13,DOCK3,DOCK3-201,136,13,73,17,49,16
774,69.6299537924788,-1.93321271378837,0.445604290649081,-4.33840686536567,1.43519279859901e-05,0.000215186207076763,ENST00000454002.6,ENSG00000137094.16,DNAJB5,DNAJB5-204,120,9,128,60,121,25
775,20.4085921624421,-2.59277584129599,0.598368027346615,-4.33307884579548,1.47038419795823e-05,0.000219894440944655,ENST00000294889.6,ENSG00000162817.7,C1orf115,C1orf115-201,47,3,40,5,31,9
776,62.3758188510246,-1.71985780268113,0.396910941746221,-4.33310756089153,1.47019234893263e-05,0.000219894440944655,ENST00000360864.9,ENSG00000101152.11,DNAJC5,DNAJC5-201,118,16,91,32,108,37
777,41.4946472637811,2.97891758971495,0.687639973970891,4.33208903274297,1.47701187155906e-05,0.000220550732161805,ENST00000296280.11,ENSG00000127241.18,MASP1,MASP1-202,21,14,10,143,2,96
778,26.841364975986,2.27277829792245,0.5246661209085,4.3318564080085,1.47857362879694e-05,0.000220550732161805,ENST00000310806.9,ENSG00000129534.14,MIS18BP1,MIS18BP1-201,13,30,12,44,6,50
779,22.9828147440393,-3.06478464721169,0.707830988472784,-4.32982547687587,1.49227560270698e-05,0.000222308836577851,ENST00000402384.8,ENSG00000003147.19,ICA1,ICA1-206,76,5,29,2,33,6
780,16.0812408764483,3.19295686852658,0.737674354436368,4.32840975062256,1.50189853075961e-05,0.000223455544223914,ENST00000392748.5,ENSG00000110002.16,VWA5A,VWA5A-203,8,12,2,44,1,35
781,227.559959730174,-1.83060380738266,0.423107377156297,-4.32657028975987,1.51449005859043e-05,0.000225040424199001,ENST00000455537.7,ENSG00000155980.13,KIF5A,KIF5A-202,647,73,372,110,206,93
782,125.582575064048,-1.63577214313859,0.378204685479206,-4.32509750921245,1.52464406546111e-05,0.000226226249436983,ENST00000273067.5,ENSG00000144583.5,MARCHF4,MARCHF4-201,265,46,188,56,182,65
783,19.786765107209,2.66383535751308,0.615937306706298,4.32484820859097,1.5263692659126e-05,0.000226226249436983,ENST00000420781.5,ENSG00000187239.17,FNBP1,FNBP1-202,9,25,5,32,4,36
784,43.2244572073632,-2.17921092152998,0.50410949314219,-4.32289205257102,1.53997092550171e-05,0.000227951053449584,ENST00000341872.10,ENSG00000116977.19,LGALS8,LGALS8-203,103,5,57,17,77,26
785,261.927472465569,-1.59795853175842,0.369813134490134,-4.32098912322717,1.55331331324751e-05,0.000229633133760986,ENST00000320591.9,ENSG00000139200.14,PIANP,PIANP-201,385,84,362,178,534,113
786,303.34537031961,1.18386155921193,0.274001465961183,4.32063950847493,1.55577659027307e-05,0.000229704673411183,ENST00000241052.5,ENSG00000121691.7,CAT,CAT-201,214,221,230,601,178,444
787,31.3510296547123,-2.66055173933127,0.616305727991559,-4.31693495369835,1.58210755771061e-05,0.000233295529952118,ENST00000428545.6,ENSG00000250510.8,GPR162,GPR162-203,66,1,36,16,76,11
788,37.6443082861576,1.92808757173816,0.446926210261406,4.31410717802929,1.60249194684043e-05,0.000236001510699026,ENST00000393593.8,ENSG00000168310.12,IRF2,IRF2-201,13,35,22,77,17,62
789,99.7825506684878,-1.81452892686148,0.421394680629963,-4.30600814454719,1.66226938848748e-05,0.000244494756063336,ENST00000339375.9,ENSG00000166448.15,TMEM130,TMEM130-201,223,23,157,35,143,70
790,13.0330272089696,-4.23540930850293,0.984720902905898,-4.30112664005028,1.69931903567275e-05,0.000249627815303572,ENST00000528647.5,ENSG00000147642.17,SYBU,SYBU-219,45,0,16,1,23,3
791,8.37589649585987,-6.39629026631048,1.48721696753335,-4.30084540853454,1.70147732672702e-05,0.000249628879603882,ENST00000399066.7,ENSG00000147642.17,SYBU,SYBU-202,34,0,4,0,18,0
792,96.6268104554166,-2.30094390757565,0.535132885767281,-4.29976173913611,1.70981832101285e-05,0.000250535878981743,ENST00000380833.9,ENSG00000073464.13,CLCN4,CLCN4-202,317,30,149,37,88,19
793,13.2762237783772,-3.82224741535019,0.890068050009021,-4.29433166970935,1.75220365044143e-05,0.000256422741026139,ENST00000276646.14,ENSG00000147642.17,SYBU,SYBU-201,36,2,20,3,26,0
794,19.5848582944271,2.49721008405155,0.581677537116672,4.29311762051191,1.76181611584783e-05,0.000257504735823855,ENST00000291906.5,ENSG00000160447.7,PKN3,PKN3-201,8,16,7,56,5,31
795,63.9115754480815,2.41213412193244,0.562446590234989,4.28864564886891,1.79765901277508e-05,0.000262412991739054,ENST00000674003.1,ENSG00000054654.20,SYNE2,SYNE2-229,27,105,32,98,10,63
796,475.212925035864,-1.68142028196938,0.392257479658972,-4.28652191267634,1.81492307362366e-05,0.000264600279766364,ENST00000324989.12,ENSG00000072832.15,CRMP1,CRMP1-201,776,129,687,181,913,333
797,140.243376869888,2.06139174141306,0.48203722915293,4.27641604578028,1.89926133943909e-05,0.000276548655510548,ENST00000368858.9,ENSG00000154473.18,BUB3,BUB3-201,28,89,70,416,78,221
798,160.888592155321,3.11789831767565,0.729180658906036,4.27589278403698,1.90372831934734e-05,0.000276725484747312,ENST00000446922.6,ENSG00000164104.12,HMGB2,HMGB2-203,9,34,47,766,51,249
799,6.73274466233367,-6.08558478350072,1.42329948704986,-4.27568817305949,1.90547776201358e-05,0.000276725484747312,ENST00000437473.6,ENSG00000081189.16,MEF2C,MEF2C-203,24,0,12,0,10,0
800,25.1109358332778,2.31578663177461,0.541649135640214,4.27543677151339,1.90762936491038e-05,0.000276725484747312,ENST00000312629.10,ENSG00000175634.15,RPS6KB2,RPS6KB2-201,7,17,10,70,11,45
801,13.2313529304431,3.51085282209812,0.821549859664699,4.27345069906166,1.92470856533927e-05,0.00027885446817431,ENST00000327680.7,ENSG00000185480.12,PARPBP,PARPBP-201,0,15,4,25,3,29
802,29.8597923595956,2.06667351588675,0.483663272501585,4.2729593777042,1.92895609163949e-05,0.000279024898748437,ENST00000302190.9,ENSG00000169439.12,SDC2,SDC2-201,16,20,12,75,11,56
803,38.9567614613224,-2.93390979760298,0.686699276812318,-4.27248126898035,1.93309796289309e-05,0.000279024898748437,ENST00000525071.5,ENSG00000110660.15,SLC35F2,SLC35F2-203,70,0,95,27,68,5
804,19.8789810664204,-2.85643491843748,0.668552040447076,-4.27256929247769,1.93233477689418e-05,0.000279024898748437,ENST00000658035.2,ENSG00000233508.4,PTPRT-DT,PTPRT-DT-203,33,1,30,7,51,7
805,22.9156000643174,2.29760725716503,0.53786844181265,4.27169002409204,1.939971156843e-05,0.000279669133852957,ENST00000429360.6,ENSG00000128309.17,MPST,MPST-206,9,16,8,54,9,48
806,50.6782258674266,2.07433703323605,0.485891206043801,4.26913886778403,1.96229076824432e-05,0.00028253578617215,ENST00000284486.9,ENSG00000154319.16,FAM167A,FAM167A-201,27,29,21,173,18,68
807,151.678441320034,-1.41020406987766,0.330399037591667,-4.26818455694324,1.9707025433861e-05,0.000283395328574916,ENST00000357081.8,ENSG00000135049.16,AGTPBP1,AGTPBP1-202,303,50,283,108,164,84
808,56.7005471971347,2.21818321349337,0.519991853397085,4.2658037794286,1.99183786564743e-05,0.000284670916635941,ENST00000367385.9,ENSG00000151414.15,NEK7,NEK7-202,33,76,28,102,8,71
809,35.2515858718391,1.93197184293098,0.452890684401656,4.26586792237389,1.99126561878566e-05,0.000284670916635941,ENST00000339420.7,ENSG00000163812.15,ZDHHC3,ZDHHC3-202,21,27,19,78,10,65
810,100.851531885376,1.77411786351692,0.415865710701402,4.26608354058497,1.9893431432476e-05,0.000284670916635941,ENST00000460911.5,ENSG00000106462.12,EZH2,EZH2-203,34,60,68,217,50,212
811,27.4798282077234,-3.22356555421568,0.755547032020136,-4.26653195314222,1.98535070642337e-05,0.000284670916635941,ENST00000382490.9,ENSG00000175806.15,MSRA,MSRA-202,23,0,62,13,76,5
812,47.11428866408,-2.04209787311123,0.478699765524575,-4.26592620297908,1.99074580813835e-05,0.000284670916635941,ENST00000536681.8,ENSG00000064763.12,FAR2,FAR2-202,102,11,112,17,46,25
813,22.0262058041291,2.81323445191542,0.659612218266046,4.26498232447953,1.99918027816188e-05,0.000285368845363697,ENST00000400053.8,ENSG00000173482.17,PTPRM,PTPRM-202,6,37,7,35,5,24
814,193.407073048586,1.30547166539587,0.306192610063312,4.26356359523482,2.0119220432598e-05,0.000286834831843121,ENST00000265295.9,ENSG00000040275.17,SPDL1,SPDL1-201,139,160,108,353,123,292
815,49.607139576018,-2.78263300485285,0.652938305947195,-4.26170892335101,2.02869571388071e-05,0.000288871334473443,ENST00000318407.5,ENSG00000176720.6,BOK,BOK-201,189,11,31,13,73,10
816,375.749935264205,-1.66046455555085,0.389834817432236,-4.25940547457509,2.0497135527934e-05,0.000291506443384405,ENST00000513154.6,ENSG00000152503.10,TRIM36,TRIM36-207,780,85,854,320,334,158
817,36.7825283559868,2.22486138582454,0.52248413209636,4.2582372346845,2.06045224883851e-05,0.000292675010376633,ENST00000559362.5,ENSG00000170776.22,AKAP13,AKAP13-211,23,47,14,60,7,56
818,84.5098785532546,1.75854597453211,0.413076614694229,4.25719082605012,2.07011650806511e-05,0.000293688289438821,ENST00000344532.8,ENSG00000136161.13,RCBTB2,RCBTB2-201,68,80,28,164,34,133
819,16.3534130533546,3.25312129353865,0.764659901318289,4.25433750080291,2.09668857841259e-05,0.000297094883424641,ENST00000562348.1,ENSG00000167191.12,GPRC5B,GPRC5B-203,3,23,2,18,5,36
820,10.6030066984569,5.11401060133567,1.2035192728012,4.24921371589903,2.14522178745792e-05,0.000303601205407917,ENST00000372733.3,ENSG00000124145.6,SDC4,SDC4-201,0,8,1,26,1,30
821,129.417192687418,2.79333258993269,0.658389914587644,4.24267220387508,2.20873938526827e-05,0.00031220975110887,ENST00000619236.1,ENSG00000123560.14,PLP1,PLP1-221,83,218,19,133,12,196
822,354.817974292636,-1.41523652652194,0.333635083564479,-4.2418696241471,2.21665453994341e-05,0.000312947395815612,ENST00000298428.14,ENSG00000065665.21,SEC61A2,SEC61A2-201,789,120,454,268,491,175
823,108.068087438387,1.54402248091265,0.364202380967645,4.23946289645433,2.24055221237943e-05,0.000315936918890198,ENST00000264930.10,ENSG00000113504.21,SLC12A7,SLC12A7-201,57,69,84,226,46,203
824,132.482009061398,-1.52210402745924,0.359070495835015,-4.2390116846543,2.24505974280869e-05,0.000316188329069112,ENST00000306100.10,ENSG00000168843.14,FSTL5,FSTL5-201,314,37,218,94,140,73
825,26.4651895810344,-2.47581227996188,0.584257091944011,-4.23753911437182,2.25983059554704e-05,0.000317882837106951,ENST00000681099.1,ENSG00000119682.18,AREL1,AREL1-216,70,5,61,13,24,6
826,14.5487330523464,3.64180254164439,0.859827382721748,4.23550425914143,2.28039380873111e-05,0.000320387047824752,ENST00000253925.12,ENSG00000131626.19,PPFIA1,PPFIA1-201,4,24,0,21,3,23
827,10.2394964636169,4.03464955273371,0.952969241251053,4.23376681857753,2.29809231525065e-05,0.000322483208204158,ENST00000439211.7,ENSG00000228716.7,DHFR,DHFR-201,1,8,2,27,1,25
828,62.0181655519892,-2.05824610621567,0.486226790175822,-4.23309893202592,2.30493048776181e-05,0.000323052153508162,ENST00000397909.7,ENSG00000067798.16,NAV3,NAV3-201,175,18,108,20,60,28
829,28.1364850294931,2.5316989983465,0.598232592553501,4.23196433938875,2.3165914496529e-05,0.000324294858543087,ENST00000567348.5,ENSG00000198826.11,ARHGAP11A,ARHGAP11A-208,8,40,16,46,4,40
